emoji,hexcode,cleaned_description,cleaned_llm_description,openmoji_tags
🧑‍🦲,1f9d1-1f9b2,person bald head used represent bald person person shaved head,emoji represents person bald head often used depict individual lost hair chosen shave head various reason personal style medical condition cancer awareness,"adult, bald, gender-neutral, person, unspecified gender"
🧑‍🦳,1f9d1-1f9b3,person white hair emoji maintains white hair matter skin tone chosen emoji may used talk people white hair genderinclusive way,emoji represents person white hair often used indicate age wisdom specific character trait,"adult, gender-neutral, person, unspecified gender, white hair"
🧑‍🦼,1f9d1-1f9bc,person using motorized wheelchair mobility aid,emoji represents person motorized wheelchair often used express support accessibility represent individual mobility challenge,"accessibility, wheelchair"
🧑‍🦼‍➡️,1f9d1-1f9bc-27a1,rightwardsfacing person using motorized wheelchair mobility aid,,"accessibility, person in motorized wheelchair, wheelchair"
🧑‍🦽,1f9d1-1f9bd,person using manual wheelchair mobility aid,emoji represents person seated manual wheelchair often used express support understanding represent individual mobility challenge,"accessibility, wheelchair"
🧑‍🦽‍➡️,1f9d1-1f9bd-27a1,rightwardsfacing person using manual wheelchair mobility aid,,"accessibility, person in manual wheelchair, wheelchair"
🧑‍🧑‍🧒,1f9d1-1f9d1-1f9d2,family unit shown two adult one child usually depicted collection silhouette block color background per unicodes recommendation,emoji represents family consisting two adult child often used express concept family unity love togetherness,"family: adult, adult, child"
🧑‍🧑‍🧒‍🧒,1f9d1-1f9d1-1f9d2-1f9d2,family unit shown two adult two child usually depicted collection silhouette block color background per unicodes recommendation,emoji represents family consisting two adult two child often used express love unity family value,"family: adult, adult, child, child"
🧑‍🧒,1f9d1-1f9d2,family unit shown one adult one child usually depicted collection silhouette block color background per unicodes recommendation,emoji represents family consisting adult child often used express bond generation convey sense family unity love,"family: adult, child"
🧑‍🧒‍🧒,1f9d1-1f9d2-1f9d2,family unit shown one adult two child usually depicted collection silhouette block color background per unicodes recommendation,emoji represents family consisting adult two child often used express concept family unity togetherness love among family member,"family: adult, child, child"
🧑‍🪩,1f9d1-1faa9,,,
🧑‍⚕️,1f9d1-2695,person working field health care may used represent doctor nurse pharmacist,,"doctor, healthcare, nurse, therapist"
🧑‍⚖️,1f9d1-2696,person presides court proceeding wearing traditional black gown wielding gavel,,"justice, law, scales"
🧑‍✈️,1f9d1-2708,person tasked flying aircraft airplane helicopter shown wearing traditional airline pilot uniform,,plane
🧒,1f9d2,child gender specified emoji may used talk child genderinclusive way variant include girl boy,emoji represents boy often used convey child youth used various context age family personal expression,"gender-neutral, unspecified gender, young"
🧒🏻,1f9d2-1f3fb,,emoji represents child light skin tone showing boy short hair often used convey young person emphasize age gender message,
🧒🏼,1f9d2-1f3fc,,emoji represents child mediumlight skin tone showing boy short hair often used convey young individual emphasize age gender,
🧒🏽,1f9d2-1f3fd,,emoji represents boy medium skin tone often used convey child youth part broader range emojis different skin tone promote inclusiveness representation,
🧒🏾,1f9d2-1f3fe,,emoji represents child mediumdark skin tone showing boy short hair often used convey general message child emphasize age skin color diverse context,
🧒🏿,1f9d2-1f3ff,,emoji represents child dark skin tone showing young boy short hair often used convey sense youth family personal expression,
🧓,1f9d3,older adult gender specified emoji may used talk older adult genderinclusive way variant include older man older woman,emoji represents older person often used symbolize wisdom experience respect elderly,"adult, gender-neutral, old, unspecified gender"
🧓🏻,1f9d3-1f3fb,,emoji represents older person light skin tone often used convey respect age reference someone senior citizen,
🧓🏼,1f9d3-1f3fc,,emoji represents older person mediumlight skin tone showing man beard often used convey age wisdom respect elder,
🧓🏽,1f9d3-1f3fd,,emoji represents older person medium skin tone showing man beard often used convey age wisdom respect elder,
🧓🏾,1f9d3-1f3fe,,emoji represents older person mediumdark skin tone showing man beard indicating maturity wisdom experience,
🧓🏿,1f9d3-1f3ff,,emoji represents older person dark skin tone showing man beard often used convey age wisdom respect elder,
🧔,1f9d4,person beard emoji may used talk bearded people genderinclusive way,emoji represents person beard often used depict men individual facial hair symbolizing maturity wisdom personal style,"beard, person"
🧔🏻,1f9d4-1f3fb,,emoji represents person light skin tone beard often used convey concept bearded man emphasize facial hair,
🧔🏻‍♀️,1f9d4-1f3fb-2640,,,
🧔🏻‍♂️,1f9d4-1f3fb-2642,,,
🧔🏼,1f9d4-1f3fc,,emoji represents person mediumlight skin tone beard often used convey concept masculinity facial hair personal style,
🧔🏼‍♀️,1f9d4-1f3fc-2640,,,
🧔🏼‍♂️,1f9d4-1f3fc-2642,,,
🧔🏽,1f9d4-1f3fd,,emoji represents person medium skin tone beard often used convey concept masculinity facial hair personal style,
🧔🏽‍♀️,1f9d4-1f3fd-2640,,,
🧔🏽‍♂️,1f9d4-1f3fd-2642,,,
🧔🏾,1f9d4-1f3fe,,emoji represents person mediumdark skin tone beard often used convey concept masculinity selfcare personal style,
🧔🏾‍♀️,1f9d4-1f3fe-2640,,,
🧔🏾‍♂️,1f9d4-1f3fe-2642,,,
🧔🏿,1f9d4-1f3ff,,emoji represents person dark skin tone beard often used convey concept masculinity selfcare personal grooming,
🧔🏿‍♀️,1f9d4-1f3ff-2640,,,
🧔🏿‍♂️,1f9d4-1f3ff-2642,,,
🧔‍♀️,1f9d4-2640,woman shown long hair beard,,"beard, woman"
🧔‍♂️,1f9d4-2642,man shown long hair beard note late samsungs design display emoji genderneutral design used person beard emoji,,"beard, man"
🧕,1f9d5,person generally depicted woman wearing headscarf type headscarf specified commonly displayed woman wearing hijab,emoji represents woman wearing headscarf often used symbolize cultural practice modesty respect religious belief,"headscarf, hijab, mantilla, tichel"
🧕🏻,1f9d5-1f3fb,,emoji represents woman headscarf specifically designed light skin tone often used convey respect modesty cultural identity,
🧕🏼,1f9d5-1f3fc,,emoji represents woman headscarf specifically mediumlight skin tone often used convey respect modesty cultural identity,
🧕🏽,1f9d5-1f3fd,,emoji represents woman headscarf featuring medium skin tone often used convey respect modesty cultural identity,
🧕🏾,1f9d5-1f3fe,,emoji represents woman headscarf featuring mediumdark skin tone often used convey respect modesty cultural identity,
🧕🏿,1f9d5-1f3ff,,emoji represents woman headscarf specifically dark skin tone symbolizing cultural religious practice modesty respect often used express support understanding tradition,
🧖,1f9d6,person sauna usually towel robe sometimes holding ladle pouring water hot stone create steamy environment popular finland people sauna nude,emoji represents person standing steamy room often used convey experience taking sauna bath promoting relaxation symbolizing selfcare,"sauna, steam room"
🧖🏻,1f9d6-1f3fb,,emoji represents person steamy room light skin tone often used convey act taking sauna bath express relaxation selfcare,
🧖🏻‍♀️,1f9d6-1f3fb-2640,,,
🧖🏻‍♂️,1f9d6-1f3fb-2642,,,
🧖🏼,1f9d6-1f3fc,,emoji represents person steamy room mediumlight skin tone often used convey act taking sauna bath shower express relaxation selfcare,
🧖🏼‍♀️,1f9d6-1f3fc-2640,,,
🧖🏼‍♂️,1f9d6-1f3fc-2642,,,
🧖🏽,1f9d6-1f3fd,,emoji represents person steamy room medium skin tone often used convey act taking sauna bath express relaxation selfcare,
🧖🏽‍♀️,1f9d6-1f3fd-2640,,,
🧖🏽‍♂️,1f9d6-1f3fd-2642,,,
🧖🏾,1f9d6-1f3fe,,emoji represents person steamy room mediumdark skin tone often used convey act taking sauna bath spa express relaxation selfcare,
🧖🏾‍♀️,1f9d6-1f3fe-2640,,,
🧖🏾‍♂️,1f9d6-1f3fe-2642,,,
🧖🏿,1f9d6-1f3ff,,emoji represents person steamy room dark skin tone often used convey experience relaxing unwinding enjoying spa sauna,
🧖🏿‍♀️,1f9d6-1f3ff-2640,,,
🧖🏿‍♂️,1f9d6-1f3ff-2642,,,
🧖‍♀️,1f9d6-2640,woman sauna usually towel robe sometimes holding ladle pouring water hot stone create steamy environment apple samsungs design also wearing towel around head,,"sauna, steam room"
🧖‍♂️,1f9d6-2642,man sauna usually towel robe sometimes holding ladle pouring water hot stone create steamy environment,,"sauna, steam room"
🧗,1f9d7,rock climber shown climbing rock formation platform show climber helmet andor rope,emoji represents person climbing often used express act overcoming challenge reaching new height life,climber
🧗🏻,1f9d7-1f3fb,,emoji represents person climbing light skin tone indicating individual engaging adventurous activity often used express determination challenge outdoor pursuit,
🧗🏻‍♀️,1f9d7-1f3fb-2640,,,
🧗🏻‍♂️,1f9d7-1f3fb-2642,,,
🧗🏼,1f9d7-1f3fc,,emoji represents person climbing mediumlight skin tone symbolizing adventure challenge personal growth often used context outdoor activity sport,
🧗🏼‍♀️,1f9d7-1f3fc-2640,,,
🧗🏼‍♂️,1f9d7-1f3fc-2642,,,
🧗🏽,1f9d7-1f3fd,,emoji represents person climbing medium skin tone often used convey act ascending overcoming challenge engaging adventurous activity,
🧗🏽‍♀️,1f9d7-1f3fd-2640,,,
🧗🏽‍♂️,1f9d7-1f3fd-2642,,,
🧗🏾,1f9d7-1f3fe,,emoji represents person climbing mediumdark skin tone often used convey act ascending overcoming challenge engaging adventurous activity,
🧗🏾‍♀️,1f9d7-1f3fe-2640,,,
🧗🏾‍♂️,1f9d7-1f3fe-2642,,,
🧗🏿,1f9d7-1f3ff,,emoji represents person climbing dark skin tone indicating person darker skin complexion often used express adventure challenge physical activity,
🧗🏿‍♀️,1f9d7-1f3ff-2640,,,
🧗🏿‍♂️,1f9d7-1f3ff-2642,,,
🧗‍♀️,1f9d7-2640,female rock climber shown climbing rock formation platform show climber helmet andor rope,,climber
🧗‍♂️,1f9d7-2642,male rock climber shown climbing rock formation platform show climber helmet andor rope,,climber
🧘,1f9d8,sitting person eye closed leg crossed lotus position used broadly represent yoga meditation relaxation calmness,emoji represents person lotus position meditation posture symbolizing peace balance spiritual enlightenment often used express relaxation mindfulness,"meditation, yoga"
🧘🏻,1f9d8-1f3fb,,emoji represents person lotus position light skin tone symbolizing meditation relaxation mindfulness often used express calm peaceful state mind,
🧘🏻‍♀️,1f9d8-1f3fb-2640,,,
🧘🏻‍♂️,1f9d8-1f3fb-2642,,,
🧘🏼,1f9d8-1f3fc,,emoji represents person lotus position mediumlight skin tone symbolizing meditation relaxation mindfulness often used express calm peaceful state mind,
🧘🏼‍♀️,1f9d8-1f3fc-2640,,,
🧘🏼‍♂️,1f9d8-1f3fc-2642,,,
🧘🏽,1f9d8-1f3fd,,emoji represents person lotus position meditation posture symbolizing peace balance spiritual enlightenment medium skin tone,
🧘🏽‍♀️,1f9d8-1f3fd-2640,,,
🧘🏽‍♂️,1f9d8-1f3fd-2642,,,
🧘🏾,1f9d8-1f3fe,,emoji represents person lotus position mediumdark skin tone symbolizing meditation relaxation mindfulness often used express calm peaceful state mind,
🧘🏾‍♀️,1f9d8-1f3fe-2640,,,
🧘🏾‍♂️,1f9d8-1f3fe-2642,,,
🧘🏿,1f9d8-1f3ff,,emoji represents person lotus position dark skin tone often used convey meditation relaxation mindfulness well symbolize spiritual growth inner peace,
🧘🏿‍♀️,1f9d8-1f3ff-2640,,,
🧘🏿‍♂️,1f9d8-1f3ff-2642,,,
🧘‍♀️,1f9d8-2640,sitting woman eye closed leg crossed lotus position used broadly represent yoga meditation relaxation calmness,,"meditation, yoga"
🧘‍♂️,1f9d8-2642,sitting man eye closed leg crossed lotus position used broadly represent yoga meditation relaxation calmness,,"meditation, yoga"
🧙,1f9d9,person wields magical power derived supernatural occult source,emoji represents mage magical practitioner skilled art casting spell manipulating magical energy often found fantasy world story,"sorcerer, sorceress, witch, wizard"
🧙🏻,1f9d9-1f3fb,,emoji represents mage light skin tone often used convey magic fantasy wizardlike character typically associated supernatural ability mysterious power,
🧙🏻‍♀️,1f9d9-1f3fb-2640,,,
🧙🏻‍♂️,1f9d9-1f3fb-2642,,,
🧙🏼,1f9d9-1f3fc,,emoji represents mage mediumlight skin tone often used convey magic fantasy wizardry associated character popular culture literature,
🧙🏼‍♀️,1f9d9-1f3fc-2640,,,
🧙🏼‍♂️,1f9d9-1f3fc-2642,,,
🧙🏽,1f9d9-1f3fd,,emoji represents mage magician medium skin tone often used convey theme magic fantasy supernatural ability,
🧙🏽‍♀️,1f9d9-1f3fd-2640,,,
🧙🏽‍♂️,1f9d9-1f3fd-2642,,,
🧙🏾,1f9d9-1f3fe,,emoji represents mage mediumdark skin tone often used convey magic fantasy supernatural ability associated wizard sorcerer mystical character,
🧙🏾‍♀️,1f9d9-1f3fe-2640,,,
🧙🏾‍♂️,1f9d9-1f3fe-2642,,,
🧙🏿,1f9d9-1f3ff,,emoji represents mage dark skin tone often used convey magic fantasy supernatural ability associated character fictional story game,
🧙🏿‍♀️,1f9d9-1f3ff-2640,,,
🧙🏿‍♂️,1f9d9-1f3ff-2642,,,
🧙‍♀️,1f9d9-2640,woman wields magical power derived supernatural occult source may also referred witch enchantress sorceress,,"sorceress, witch"
🧙‍♂️,1f9d9-2642,man wields magical power derived supernatural occult source may also referred wizard warlock sorcerer,,"sorcerer, wizard"
🧚,1f9da,magical humanoid creature found myth fantasy story generally depicted insectinspired wing also assumed quite diminutive size,emoji represents fairy mythical creature often depicted small magical wing associated nature magic enchantment,"oberon, puck, titania"
🧚🏻,1f9da-1f3fb,,emoji represents fairy light skin tone often used convey magic enchantment whimsy symbolizing mystical otherworldly presence,
🧚🏻‍♀️,1f9da-1f3fb-2640,,,
🧚🏻‍♂️,1f9da-1f3fb-2642,,,
🧚🏼,1f9da-1f3fc,,emoji represents fairy mediumlight skin tone often used symbolize magic enchantment whimsy typically associated childrens story folklore,
🧚🏼‍♀️,1f9da-1f3fc-2640,,,
🧚🏼‍♂️,1f9da-1f3fc-2642,,,
🧚🏽,1f9da-1f3fd,,emoji represents fairy medium skin tone often used symbolize magic enchantment whimsicality typically associated childrens story folklore,
🧚🏽‍♀️,1f9da-1f3fd-2640,,,
🧚🏽‍♂️,1f9da-1f3fd-2642,,,
🧚🏾,1f9da-1f3fe,,emoji represents fairy mediumdark skin tone often used convey magic enchantment whimsical element various context,
🧚🏾‍♀️,1f9da-1f3fe-2640,,,
🧚🏾‍♂️,1f9da-1f3fe-2642,,,
🧚🏿,1f9da-1f3ff,,emoji represents fairy dark skin tone often used convey magic enchantment whimsicality symbolizing mystical otherworldly,
🧚🏿‍♀️,1f9da-1f3ff-2640,,,
🧚🏿‍♂️,1f9da-1f3ff-2642,,,
🧚‍♀️,1f9da-2640,magical female creature found myth fantasy story generally depicted insectinspired wing also assumed quite diminutive size,,titania
🧚‍♂️,1f9da-2642,magical male creature found myth fantasy story generally depicted insectinspired wing also assumed quite diminutive size,,"oberon, puck"
🧛,1f9db,vampire shown wearing dark cape pointed fang emoji support skin tone variation female male,emoji represents vampire mythical creature often depicted human fang feed blood living creature associated horror mystery supernatural theme,"dracula, undead"
🧛🏻,1f9db-1f3fb,,emoji represents vampire light skin tone often used convey theme supernatural being mystery horror also symbolizing need selfcare rest,
🧛🏻‍♀️,1f9db-1f3fb-2640,,,
🧛🏻‍♂️,1f9db-1f3fb-2642,,,
🧛🏼,1f9db-1f3fc,,emoji represents vampire mediumlight skin tone often used convey theme supernatural horror fantasy symbolize mystery seduction danger,
🧛🏼‍♀️,1f9db-1f3fc-2640,,,
🧛🏼‍♂️,1f9db-1f3fc-2642,,,
🧛🏽,1f9db-1f3fd,,emoji represents vampire medium skin tone often used express theme horror supernatural mystery also symbolize desire adventure excitement,
🧛🏽‍♀️,1f9db-1f3fd-2640,,,
🧛🏽‍♂️,1f9db-1f3fd-2642,,,
🧛🏾,1f9db-1f3fe,,emoji represents vampire mediumdark skin tone often used convey theme supernatural horror fantasy symbolize mystery seduction fear,
🧛🏾‍♀️,1f9db-1f3fe-2640,,,
🧛🏾‍♂️,1f9db-1f3fe-2642,,,
🧛🏿,1f9db-1f3ff,,emoji represents vampire dark skin tone often used convey theme supernatural mystery horror symbolize fear seduction immortality,
🧛🏿‍♀️,1f9db-1f3ff-2640,,,
🧛🏿‍♂️,1f9db-1f3ff-2642,,,
🧛‍♀️,1f9db-2640,female vampire shown wearing dark cape pointed fang,,undead
🧛‍♂️,1f9db-2642,male vampire shown wearing dark cape pointed fang,,"dracula, undead"
🧜,1f9dc,merperson may referred merfolk merpeople plural may used display mermaid mergirl merwoman merman,emoji represents merperson mythical creature upper body human lower body fish often associated sea magic folklore,"mermaid, merman, merwoman"
🧜🏻,1f9dc-1f3fb,,emoji represents merperson light skin tone mythical creature halfhuman halffish often found folklore popular culture symbolizing transformation magic connection land water,
🧜🏻‍♀️,1f9dc-1f3fb-2640,,,
🧜🏻‍♂️,1f9dc-1f3fb-2642,,,
🧜🏼,1f9dc-1f3fc,,emoji represents merperson mediumlight skin tone depicting mythical creature halfhuman halffish often found folklore popular culture symbolizing transformation magic connection land water,
🧜🏼‍♀️,1f9dc-1f3fc-2640,,,
🧜🏼‍♂️,1f9dc-1f3fc-2642,,,
🧜🏽,1f9dc-1f3fd,,emoji represents merperson medium skin tone mythical creature halfhuman halffish often found folklore popular culture symbolizing transformation magic connection land water,
🧜🏽‍♀️,1f9dc-1f3fd-2640,,,
🧜🏽‍♂️,1f9dc-1f3fd-2642,,,
🧜🏾,1f9dc-1f3fe,,emoji represents merperson mediumdark skin tone depicting mythical creature halfhuman halffish often found folklore popular culture symbolizing transformation magic connection land water,
🧜🏾‍♀️,1f9dc-1f3fe-2640,,,
🧜🏾‍♂️,1f9dc-1f3fe-2642,,,
🧜🏿,1f9dc-1f3ff,,emoji represents merperson dark skin tone depicting mythical creature halfhuman halffish often found folklore popular culture symbolizing transformation magic connection land water,
🧜🏿‍♀️,1f9dc-1f3ff-2640,,,
🧜🏿‍♂️,1f9dc-1f3ff-2642,,,
🧜‍♀️,1f9dc-2640,female version merperson emoji,,merwoman
🧜‍♂️,1f9dc-2642,male version merperson emoji,,triton
🧝,1f9dd,creature pointed ear humanlike face female male elf available,emoji represents elf mythical creature often depicted small magical human pointed ear known wisdom nature connection assistance human folklore fantasy story,magical
🧝🏻,1f9dd-1f3fb,,emoji represents elf light skin tone often used convey otherworldly magical being symbolize fantasy nature enchantment,
🧝🏻‍♀️,1f9dd-1f3fb-2640,,,
🧝🏻‍♂️,1f9dd-1f3fb-2642,,,
🧝🏼,1f9dd-1f3fc,,emoji represents elf mediumlight skin tone often used convey theme magic fantasy nature also symbolize connection environment mystical being,
🧝🏼‍♀️,1f9dd-1f3fc-2640,,,
🧝🏼‍♂️,1f9dd-1f3fc-2642,,,
🧝🏽,1f9dd-1f3fd,,emoji represents elf medium skin tone often used convey theme magic fantasy nature symbolize wisdom otherworldliness connection environment,
🧝🏽‍♀️,1f9dd-1f3fd-2640,,,
🧝🏽‍♂️,1f9dd-1f3fd-2642,,,
🧝🏾,1f9dd-1f3fe,,emoji represents elf mediumdark skin tone often used convey theme magic fantasy nature also symbolize connection earth mystical presence,
🧝🏾‍♀️,1f9dd-1f3fe-2640,,,
🧝🏾‍♂️,1f9dd-1f3fe-2642,,,
🧝🏿,1f9dd-1f3ff,,emoji represents elf dark skin tone often used convey otherworldly magical mystical being various form medium storytelling,
🧝🏿‍♀️,1f9dd-1f3ff-2640,,,
🧝🏿‍♂️,1f9dd-1f3ff-2642,,,
🧝‍♀️,1f9dd-2640,female creature pointed ear humanlike face,,magical
🧝‍♂️,1f9dd-2642,male creature pointed ear humanlike face,,magical
🧞,1f9de,supernatural generally shown imprisoned within bottle lamp may capable granting wish summoned,emoji represents genie mythical arabic origin magical power often depicted popular culture wise powerful entity granting wish,djinn
🧞‍♀️,1f9de-2640,supernatural female generally shown imprisoned within bottle lamp may capable granting wish summoned,,djinn
🧞‍♂️,1f9de-2642,supernatural male generally shown imprisoned within bottle lamp may capable granting wish summoned,,djinn
🧟,1f9df,reanimated human often found work horror fiction may female male appearance,emoji represents zombie fictional undead creature often depicted popular culture reanimated corpse hunger human flesh typically used humorous scary context,"undead, walking dead"
🧟‍♀️,1f9df-2640,reanimated human woman often found work horror fiction,,"undead, walking dead"
🧟‍♂️,1f9df-2642,reanimated human man often found work horror fiction,,"undead, walking dead"
🧠,1f9e0,human brain shown pink platform used indicate thinking human mind,emoji represents human brain symbolizing intelligence knowledge thought process often used express idea creativity represent neuroscience mental health,intelligent
🧡,1f9e1,orange heart emoji often used alongside colored heart colorbased heart emoji often also used express affinity appreciation various people place group object idea associated color,emoji represents orange heart symbolizing love affection warmth often used express feeling happiness appreciation friendship,orange
🧢,1f9e2,plain soft hat rounded crown stiff bill often shown shade blue displayed angle clearly display outwards protruding bill,emoji represents billed cap type hat short brim curved peak often worn sport outdoor activity part casual attire,baseball cap
🧣,1f9e3,knitted wool scarf generally worn warmth colored red across emoji design vendor,emoji represents scarf piece clothing worn around neck warmth fashion cultural purpose,neck
🧤,1f9e4,pair glove generally worn warmth shown made kitted wool vendor color also vary across different vendor,emoji represents glove protective clothing worn hand provide grip warmth protection dirt germ,hand
🧥,1f9e5,winter jacket shown variety color style,emoji represents coat type clothing worn upper body provide warmth protection cold weather fashion accessory,jacket
🧦,1f9e6,pair sock generally used keep one foot warm protected generally depicted two matching sock block color one line around sock would cover wearer ankle,emoji represents sock clothing item worn foot provide warmth comfort protection various surface,stocking
🧧,1f9e7,red envelope gifted money chinese new year joyous occasion wedding chinese asian culture around world depicted red vertical envelope gold design typically featuring chinese character f good fortune luck happiness,emoji represents red envelope traditionally associated chinese new year luck red pocket money gift often used express good fortune prosperity festive celebration,"gift, good luck, hóngbāo, lai see, money"
🧨,1f9e8,firecracker lit chinese new year new year eve independence day depicted red tube burning fuse sometimes lined gold ring top base,emoji represents firecracker popular explosive device used celebration particularly festival new year eve symbolizing excitement joy start something new,"dynamite, explosive, fireworks"
🧩,1f9e9,single piece jigsaw puzzle shown two tab two blank usually shown plain green puzzle piece though color imagery vary,emoji represents puzzle piece symbolizing problemsolving creativity process putting together different part form whole,"clue, interlocking, jigsaw, piece, puzzle"
🧪,1f9ea,test tube used conduct chemical experiment laboratory depicted clear cylinder open one end containing green liquid,emoji represents test tube small glass plastic container used laboratory various experiment often associated science research process testing analysis,"chemist, chemistry, experiment, lab, science"
🧫,1f9eb,petri dish used culture microbe depicted clear shallow cylinder red blue green growth medium agar splotch variously colored cell like bacteria,emoji represents petri dish flat usually round transparent container used laboratory growing observing microorganism often associated scientific research biology,"bacteria, biologist, biology, culture, lab"
🧬,1f9ec,double helix dna genetic blueprint life color orientation vary across platform positioned angle multiple bright color represent molecule spiraling ladderlike structure,emoji represents dna genetic material found living organism symbolizing blueprint life basis heredity evolution,"biologist, evolution, gene, genetics, life"
🧭,1f9ed,magnetic compass used navigation generally depicted silver gold case compass rose redtipped needle,emoji represents compass navigational instrument used determining direction relative earth magnetic pole often used symbolize guidance exploration finding one way,"magnetic, navigation, orienteering"
🧮,1f9ee,abacus ancient tool used count calculate moving bead depicted wooden frame four row column variously positioned colored bead,emoji represents abacus traditional counting device used ancient time still used today culture primarily arithmetic calculation,calculation
🧯,1f9ef,fire extinguisher used put small fire depicted red tank black hose pressure gauge,emoji represents fire extinguisher device used put fire removing one element needed combustion heat oxygen chemical reaction often used emergency situation symbol safety prevention,"extinguish, fire, quench"
🧰,1f9f0,red box holding transporting tool hammer wrench generally depicted latched shut silver hardware black handle,emoji represents toolbox symbolizing tool repair problemsolving often used express preparedness indicate practical solution,"chest, mechanic, tool"
🧱,1f9f1,red brick brick depicted loose stack single object hole built wall house school structure,emoji represents brick basic building material made clay concrete often used construction architecture create wall structure various form infrastructure,"bricks, clay, mortar, wall"
🧲,1f9f2,horseshoe magnet used pick iron depicted various angle red silvertipped pole commonly used various content concerning literal figurative magnetism attraction,emoji represents magnet symbolizing attraction strength power draw thing together often used context relationship emotion personal connection,"attraction, horseshoe, magnetic"
🧳,1f9f3,suitcase bag used traveling platform depict gray blue rolling luggage extended handle,emoji represents suitcase luggage symbolizing travel packing journey often used express act going trip moving new place,"packing, travel"
🧴,1f9f4,bottle lotion skin moisturizer sunscreen sunblock may used hygienic liquid including shampoo body wash well beauty product,emoji represents lotion bottle often used express skincare moisturizing personal care routine,"lotion, moisturizer, shampoo, sunscreen"
🧵,1f9f5,,emoji represents thread often used symbolize sewing knitting act connecting weaving thing together,"needle, sewing, spool, string"
🧶,1f9f6,ball yarn used knit scarf color varies across platform often depicted green blue magenta shown end unraveling,emoji represents yarn long continuous length interlocked fiber often used crafting knitting symbolizing creativity diy project,"ball, crochet, knit"
🧷,1f9f7,silver safety pin clip used fasten fabric generally shown clasped angle spring lower left,emoji represents safety pin small metal fastener often used temporary repair keep clothing together symbolizing quick fix makeshift solution,"diaper, punk rock"
🧸,1f9f8,classic teddy bear snuggled child going sleep depicted brown stuffed toy bear shown seated arm side hind paw pad facing forward friendly smile face,emoji represents teddy bear soft cuddly stuffed toy often given comforting companion gift symbolizing love warmth comfort,"plaything, plush, stuffed, toy"
🧹,1f9f9,traditional broom used sweepingor ridden witch shown angle wooden handle yellow bristle lower left,emoji represents broom cleaning tool used sweeping maintaining cleanliness various environment,"cleaning, sweeping, witch"
🧺,1f9fa,basket used storing carrying thing food clothes appearance widely varies across platform generally depicted woven wicker one handle,emoji represents basket container made interwoven material often used storage carrying displaying item,"farming, laundry, picnic"
🧻,1f9fb,roll paper toilet paper toilet tissue may also roll kitchenpaper towel,emoji represents roll paper towel often used cleaning spill drying hand absorbing liquid,"paper towels, toilet paper"
🧼,1f9fc,bar soap used shower bath hand washing generally shown lathered bubble depicted various color often pink different angle,emoji represents soap cleaning agent commonly used washing hand dish clothes symbolizing cleanliness hygiene,"bar, bathing, cleaning, lather, soapdish"
🧽,1f9fd,peanut shaped sponge used cleaning bathing generally depicted yellow different angle across platform,emoji represents sponge porous absorbent object commonly used cleaning soaking liquid,"absorbing, cleaning, porous"
🧾,1f9fe,white paper receipt proof payment shown flat curled may used financial document eg invoice tax form,emoji represents receipt document record transaction often used retail service industry show detail purchase service provided,"accounting, bookkeeping, evidence, proof"
🧿,1f9ff,,emoji represents nazar amulet protective talisman form eye believed ward evil bring good fortune often used middle eastern turkish culture,"bead, charm, evil-eye, nazar, talisman"
🩰,1fa70,shoe worn ballet dancer pointe work platform show pair pink shoe resting pointes sometimes used represent dancing general rather ballet specifically,emoji represents ballet shoe symbolizing grace elegance art dance often used express appreciation performing art show support dancer,"ballet, dance"
🩱,1fa71,sporty onepiece swimsuit shown variety color pattern across different platform related emojis include bikini short brief,emoji represents onepiece swimsuit typically worn swimming sunbathing beach pool often associated leisure relaxation summer activity,bathing suit
🩲,1fa72,underwear swim brief swimming variety often called speedos brand,emoji represents brief type underwear commonly worn men often made lightweight breathable material comfort ease movement,"bathing suit, one-piece, swimsuit, underwear"
🩳,1fa73,short swimming trunk emoji shown different color style across platform,emoji represents short type clothing worn lower part body typically made lightweight material designed comfort ease movement,"bathing suit, pants, underwear"
🩴,1fa74,single flip flop thong sandal often worn beach andor warm weather used talk sandal beach warm weather general,emoji represents thong sandal type opentoed footwear thin often elastic band pass toe secures around foot,"beach sandals, sandals, thong sandals, thongs, zōri"
🩵,1fa75,light blue heart frequently used alongside heart colorbased heart emoji often also used express affinity appreciation various people place group object idea associated color,emoji represents light blue heart symbolizing love care affection often used express gentle emotion support someone,"cyan, heart, light blue, teal"
🩶,1fa76,grey heart emoji colorbased heart emoji often also used express affinity appreciation various people place group object idea associated color,emoji represents grey heart symbolizing neutrality balance sense detachment often used context relationship emotion,"gray, heart, silver, slate"
🩷,1fa77,plain pink heart expected frequently used alongside heart used represent love friendship feeling warmth color pink,emoji represents pink heart symbolizing love affection emotional connection often used express romantic feeling deep bond friend family,"cute, heart, like, love, pink"
🩸,1fa78,red drop blood may used talk bleeding injury blood donation menstruation,emoji represents single drop blood often used symbolize injury health issue medical situation also represent life force emotional intensity,"bleed, blood donation, injury, medicine, menstruation"
🩹,1fa79,adhesive bandage used first aid sometimes called bandaid band aid trademarked product,emoji represents adhesive bandage symbolizing healing first aid care often used cover minor wound injury,bandage
🩺,1fa7a,stethoscope round resonator two earpiece shown black blue green red depending platform,emoji represents stethoscope medical instrument used listen internal sound body commonly associated healthcare professional like doctor nurse,"doctor, heart, medicine"
